regional,opco_area,province_code,province_desc,district_code,district_desc,brand,material_code,material_desc,delivery_type,baseunit_of_measure,shipto,shipto_desc,soldto,soldto_desc,plant,plant_name,area_name,segment,segment_material,quantity,revenue,incoterm,date
AREA 4,SG,1025,JAWA TIMUR,102503,KOTA MALANG,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZSLF,ZAK,WH-1025-01,Gudang Jawa Timur 01,SD-1025-03,PT Distributor Jawa Timur 03,PL-004,Pabrik Tuban,AREA 53 MALANG,FB,Retail Bag,72.54,76899218,Delivery,2026-12-29
AREA 5,ST,1030,KALIMANTAN SELATAN,103003,KOTA BANJAR BARU,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,BAG,WH-1030-01,Gudang Kalimantan Selatan 01,SD-1030-03,PT Distributor Kalimantan Selatan 03,PL-005,Pabrik Pangkep,AREA 65 BANJARMASIN,MB,Retail Bag,131.97,156925395,Delivery,2026-12-29
AREA 3,SBI,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Kinetiq,MAT004,Kinetiq Semen Portland Komposit,ZSLF,ZAK,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-02,PT Distributor Jawa Tengah 02,PL-003,Pabrik Narogong,AREA 45 SOLO,FB,Retail Bag,46.27,45250995,Delivery,2026-12-29
AREA 5,ST,1041,PAPUA,104102,KOTA JAYAPURA,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,ZAK,WH-1041-02,Gudang Papua 02,SD-1041-01,PT Distributor Papua 01,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,106.28,107057013,Pickup,2026-12-29
AREA 4,SG,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Primebase,MAT003,Primebase Semen Tecton Khusus,ZLFP,BAG,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-03,PT Distributor Jawa Tengah 03,PL-004,Pabrik Tuban,AREA 45 SOLO,FB,Retail Bag,44.91,47711755,Pickup,2026-12-29
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLFP,ZAK,WH-1012-02,Gudang Sumatera Barat 02,SD-1012-01,PT Distributor Sumatera Barat 01,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,FB,Retail Bag,15.47,19557529,Delivery,2026-12-29
AREA 5,ST,1037,SULAWESI UTARA,103702,KOTA MANADO,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,BAG,WH-1037-01,Gudang Sulawesi Utara 01,SD-1037-03,PT Distributor Sulawesi Utara 03,PL-005,Pabrik Pangkep,AREA 85 MINAHASA,MB,Retail Bag,35.86,35984326,Pickup,2026-12-29
AREA 4,SG,1031,KALIMANTAN TENGAH,103101,KABUPATEN KAPUAS,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZLFP,ZAK,WH-1031-02,Gudang Kalimantan Tengah 02,SD-1031-02,PT Distributor Kalimantan Tengah 02,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,MB,Retail Bag,50.96,61141145,Pickup,2026-12-29
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,Fonda,MAT004,Fonda Semen Portland Komposit,ZLFP,ZAK,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-01,PT Distributor Sumatera Utara 01,PL-001,Pabrik Indarung,AREA 05 MEDAN,MB,Retail Bag,89.71,108568118,Pickup,2026-12-29
AREA 5,ST,1043,KALIMANTAN UTARA,104302,KOTA TARAKAN,Atlas,MAT004,Atlas Semen Portland Komposit,ZLFP,ZAK,WH-1043-02,Gudang Kalimantan Utara 02,SD-1043-03,PT Distributor Kalimantan Utara 03,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,FB,Retail Bag,11.0,14280365,Delivery,2026-12-29
AREA 1,SP,1014,KEPULAUAN RIAU,101402,KOTA BATAM,Fonda,MAT001,Fonda Semen Portland Tipe I,ZSLF,BAG,WH-1014-02,Gudang Kepulauan Riau 02,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 16 BATAM,FB,Retail Bag,17.95,19296698,Delivery,2026-12-29
AREA 1,SP,1014,KEPULAUAN RIAU,101403,KOTA TANJUNG PINANG,Fonda,MAT002,Fonda Semen PCC Premium,ZLF,ZAK,WH-1014-01,Gudang Kepulauan Riau 01,SD-1014-03,PT Distributor Kepulauan Riau 03,PL-001,Pabrik Indarung,AREA 17 KEP. RIAU,MB,Retail Bag,101.55,108560808,Delivery,2026-12-29
AREA 5,ST,1036,SULAWESI TENGAH,103601,KABUPATEN POSO,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,BAG,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-03,PT Distributor Sulawesi Tengah 03,PL-005,Pabrik Pangkep,AREA 81 PALU,FB,Retail Bag,119.8,119762622,Delivery,2026-12-29
AREA 1,SP,1010,ACEH,101002,KOTA BANDA ACEH,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZSLF,BAG,WH-1010-01,Gudang Aceh 01,SD-1010-03,PT Distributor Aceh 03,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,FB,Retail Bag,46.31,44437594,Pickup,2026-12-29
AREA 5,ST,1041,PAPUA,104102,KOTA JAYAPURA,Atlas,MAT003,Atlas Semen Tecton Khusus,ZSLF,ZAK,WH-1041-01,Gudang Papua 01,SD-1041-03,PT Distributor Papua 03,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,127.35,145851408,Pickup,2026-12-29
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,Fonda,MAT004,Fonda Semen Portland Komposit,ZLC,ZAK,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-02,PT Distributor Sumatera Utara 02,PL-001,Pabrik Indarung,AREA 05 MEDAN,FB,Retail Bag,143.59,138315508,Pickup,2026-12-29
AREA 5,ST,1041,PAPUA,104102,KOTA JAYAPURA,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,BAG,WH-1041-01,Gudang Papua 01,SD-1041-02,PT Distributor Papua 02,PL-005,Pabrik Pangkep,AREA 95 JAYAPURA,FB,Retail Bag,44.89,49350405,Delivery,2026-12-29
AREA 4,SG,1031,KALIMANTAN TENGAH,103102,KOTA PALANGKA RAYA,Primebase,MAT004,Primebase Semen Portland Komposit,ZLC,BAG,WH-1031-02,Gudang Kalimantan Tengah 02,SD-1031-01,PT Distributor Kalimantan Tengah 01,PL-004,Pabrik Tuban,AREA 63 PALANGKARAYA,FB,Retail Bag,70.05,80927293,Pickup,2026-12-29
AREA 3,SBI,1020,BANTEN,102002,KOTA SERANG,Tecton,MAT001,Tecton Semen Portland Tipe I,ZSLF,ZAK,WH-1020-02,Gudang Banten 02,SD-1020-01,PT Distributor Banten 01,PL-003,Pabrik Narogong,AREA 33 BANTEN,FB,Retail Bag,77.48,96699223,Pickup,2026-12-29
AREA 5,ST,1039,MALUKU,103902,KOTA AMBON,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1039-02,Gudang Maluku 02,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,MB,Retail Bag,103.24,120501831,Pickup,2026-12-29
AREA 3,SBI,1020,BANTEN,102002,KOTA SERANG,Omnicore,MAT002,Omnicore Semen PCC Premium,ZLF,BAG,WH-1020-01,Gudang Banten 01,SD-1020-03,PT Distributor Banten 03,PL-003,Pabrik Narogong,AREA 33 BANTEN,MB,Retail Bag,98.73,96490902,Delivery,2026-12-29
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLC,ZAK,WH-1012-02,Gudang Sumatera Barat 02,SD-1012-01,PT Distributor Sumatera Barat 01,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,MB,Retail Bag,109.38,131283235,Delivery,2026-12-29
AREA 3,SBI,1022,JAWA BARAT,102203,KOTA BANDUNG,Omnicore,MAT004,Omnicore Semen Portland Komposit,ZSLF,ZAK,WH-1022-02,Gudang Jawa Barat 02,SD-1022-02,PT Distributor Jawa Barat 02,PL-003,Pabrik Narogong,AREA 38 BANDUNG,FB,Retail Bag,114.83,134520014,Pickup,2026-12-29
AREA 1,SP,1015,JAMBI,101502,KOTA JAMBI,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLF,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-01,PT Distributor Jambi 01,PL-001,Pabrik Indarung,AREA 18 JAMBI,FB,Retail Bag,89.85,95794386,Pickup,2026-12-29
AREA 4,SG,1025,JAWA TIMUR,102502,KOTA SURABAYA,Primebase,MAT001,Primebase Semen Portland Tipe I,ZSLF,ZAK,WH-1025-02,Gudang Jawa Timur 02,SD-1025-01,PT Distributor Jawa Timur 01,PL-004,Pabrik Tuban,AREA 51 SURABAYA,MB,Retail Bag,93.24,102437193,Delivery,2026-12-29
AREA 5,ST,1042,PAPUA BARAT,104201,KABUPATEN MANOKWARI,Atlas,MAT002,Atlas Semen PCC Premium,ZLFP,ZAK,WH-1042-02,Gudang Papua Barat 02,SD-1042-03,PT Distributor Papua Barat 03,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,16.44,20736133,Delivery,2026-12-29
AREA 1,SP,1011,SUMATERA UTARA,101102,KOTA MEDAN,Fonda,MAT002,Fonda Semen PCC Premium,ZLFP,BAG,WH-1011-01,Gudang Sumatera Utara 01,SD-1011-01,PT Distributor Sumatera Utara 01,PL-001,Pabrik Indarung,AREA 05 MEDAN,MB,Retail Bag,138.39,162134264,Delivery,2026-12-29
AREA 1,SP,1012,SUMATERA BARAT,101203,KOTA BUKIT TINGGI,Fonda,MAT001,Fonda Semen Portland Tipe I,ZLC,BAG,WH-1012-01,Gudang Sumatera Barat 01,SD-1012-01,PT Distributor Sumatera Barat 01,PL-001,Pabrik Indarung,AREA 12 BUKITTINGGI,FB,Retail Bag,113.76,120086534,Pickup,2026-12-29
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT001,Atlas Semen Portland Tipe I,ZSLF,BAG,WH-1039-02,Gudang Maluku 02,SD-1039-02,PT Distributor Maluku 02,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,58.8,65492557,Pickup,2026-12-29
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT003,Vanguard Semen Tecton Khusus,ZLF,BAG,WH-1029-01,Gudang Kalimantan Barat 01,SD-1029-02,PT Distributor Kalimantan Barat 02,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,FB,Retail Bag,132.9,126571434,Delivery,2026-12-29
AREA 1,SP,1010,ACEH,101002,KOTA BANDA ACEH,Fonda,MAT002,Fonda Semen PCC Premium,ZSLF,BAG,WH-1010-02,Gudang Aceh 02,SD-1010-01,PT Distributor Aceh 01,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,FB,Retail Bag,14.72,18105232,Pickup,2026-12-29
AREA 2,SMBR,1019,LAMPUNG,101902,KOTA BANDAR LAMPUNG,Monolith,MAT003,Monolith Semen Tecton Khusus,ZSLF,ZAK,WH-1019-01,Gudang Lampung 01,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,90.68,87111560,Pickup,2026-12-29
AREA 4,SG,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Primebase,MAT004,Primebase Semen Portland Komposit,ZLF,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-03,PT Distributor Jawa Tengah 03,PL-004,Pabrik Tuban,AREA 42 PURWOKERTO,FB,Retail Bag,27.22,31377011,Pickup,2026-12-29
AREA 3,SBI,1020,BANTEN,102003,KOTA CILEGON,Tecton,MAT001,Tecton Semen Portland Tipe I,ZSLF,BAG,WH-1020-02,Gudang Banten 02,SD-1020-02,PT Distributor Banten 02,PL-003,Pabrik Narogong,AREA 33 BANTEN,FB,Retail Bag,79.06,87566618,Delivery,2026-12-29
AREA 5,ST,1034,SULAWESI BARAT,103401,KABUPATEN MAJENE,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLC,ZAK,WH-1034-01,Gudang Sulawesi Barat 01,SD-1034-01,PT Distributor Sulawesi Barat 01,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,MB,Retail Bag,28.0,33818120,Pickup,2026-12-29
AREA 5,ST,1036,SULAWESI TENGAH,103602,KOTA PALU,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-01,PT Distributor Sulawesi Tengah 01,PL-005,Pabrik Pangkep,AREA 81 PALU,MB,Retail Bag,144.27,185735506,Delivery,2026-12-29
AREA 2,SMBR,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,Monolith,MAT004,Monolith Semen Portland Komposit,ZLF,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-01,PT Distributor Jambi 01,PL-002,Pabrik Baturaja,AREA 19 MUARO JAMBI,FB,Retail Bag,30.59,30283518,Delivery,2026-12-29
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,ZAK,WH-1039-01,Gudang Maluku 01,SD-1039-01,PT Distributor Maluku 01,PL-005,Pabrik Pangkep,AREA 92 MALUKU,MB,Retail Bag,122.99,132545093,Pickup,2026-12-29
AREA 3,SBI,1020,BANTEN,102002,KOTA SERANG,Kinetiq,MAT001,Kinetiq Semen Portland Tipe I,ZSLF,BAG,WH-1020-02,Gudang Banten 02,SD-1020-03,PT Distributor Banten 03,PL-003,Pabrik Narogong,AREA 33 BANTEN,FB,Retail Bag,69.43,78774375,Pickup,2026-12-29
AREA 3,SBI,1020,BANTEN,102003,KOTA CILEGON,Kinetiq,MAT004,Kinetiq Semen Portland Komposit,ZLC,ZAK,WH-1020-01,Gudang Banten 01,SD-1020-02,PT Distributor Banten 02,PL-003,Pabrik Narogong,AREA 33 BANTEN,MB,Retail Bag,148.63,142552816,Pickup,2026-12-29
AREA 4,SG,1031,KALIMANTAN TENGAH,103103,KABUPATEN KOTAWARINGIN TIMUR,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLC,ZAK,WH-1031-02,Gudang Kalimantan Tengah 02,SD-1031-03,PT Distributor Kalimantan Tengah 03,PL-004,Pabrik Tuban,AREA 62 KOTAWRGN TMR,FB,Retail Bag,135.93,130289312,Pickup,2026-12-29
AREA 5,ST,1042,PAPUA BARAT,104202,KOTA SORONG,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLF,BAG,WH-1042-01,Gudang Papua Barat 01,SD-1042-02,PT Distributor Papua Barat 02,PL-005,Pabrik Pangkep,AREA 93 MANOKWARI,FB,Retail Bag,107.52,112070461,Pickup,2026-12-29
AREA 4,SG,1023,JAWA TENGAH,102302,KOTA SEMARANG,Primebase,MAT003,Primebase Semen Tecton Khusus,ZSLF,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-01,PT Distributor Jawa Tengah 01,PL-004,Pabrik Tuban,AREA 43 SEMARANG,FB,Retail Bag,56.15,62721066,Pickup,2026-12-29
AREA 1,SP,1013,RIAU,101302,KOTA PEKANBARU,TerraBlock,MAT001,TerraBlock Semen Portland Tipe I,ZLFP,ZAK,WH-1013-02,Gudang Riau 02,SD-1013-03,PT Distributor Riau 03,PL-001,Pabrik Indarung,AREA 13 PEKANBARU,MB,Retail Bag,105.42,109744222,Pickup,2026-12-29
AREA 5,ST,1033,SULAWESI SELATAN,103301,KABUPATEN MAROS,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLC,BAG,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-03,PT Distributor Sulawesi Selatan 03,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,FB,Retail Bag,131.52,134458814,Pickup,2026-12-30
AREA 5,ST,1043,KALIMANTAN UTARA,104301,KABUPATEN BULUNGAN,Atlas,MAT001,Atlas Semen Portland Tipe I,ZLFP,BAG,WH-1043-01,Gudang Kalimantan Utara 01,SD-1043-02,PT Distributor Kalimantan Utara 02,PL-005,Pabrik Pangkep,AREA 70 TARAKAN,FB,Retail Bag,135.37,148569251,Delivery,2026-12-30
AREA 3,SBI,1020,BANTEN,102003,KOTA CILEGON,Kinetiq,MAT002,Kinetiq Semen PCC Premium,ZLF,BAG,WH-1020-01,Gudang Banten 01,SD-1020-03,PT Distributor Banten 03,PL-003,Pabrik Narogong,AREA 33 BANTEN,FB,Retail Bag,112.27,140562152,Pickup,2026-12-30
AREA 5,ST,1027,NUSA TENGGARA BARAT,102702,KOTA MATARAM,Atlas,MAT002,Atlas Semen PCC Premium,ZLC,ZAK,WH-1027-02,Gudang Nusa Tenggara Barat 02,SD-1027-03,PT Distributor Nusa Tenggara Barat 03,PL-005,Pabrik Pangkep,AREA 86 LOMBOK,FB,Retail Bag,70.37,69194469,Delivery,2026-12-30
AREA 5,ST,1038,GORONTALO,103802,KOTA GORONTALO,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLC,ZAK,WH-1038-02,Gudang Gorontalo 02,SD-1038-02,PT Distributor Gorontalo 02,PL-005,Pabrik Pangkep,AREA 83 GORONTALO,FB,Retail Bag,46.74,51318977,Pickup,2026-12-30
AREA 3,SBI,1021,DKI JAKARTA,102103,KOTA JAKARTA SELATAN,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLF,BAG,WH-1021-02,Gudang Dki Jakarta 02,SD-1021-02,PT Distributor Dki Jakarta 02,PL-003,Pabrik Narogong,AREA 34 JAKARTA,FB,Retail Bag,97.07,100331746,Pickup,2026-12-30
AREA 2,SMBR,1019,LAMPUNG,101902,KOTA BANDAR LAMPUNG,Monolith,MAT004,Monolith Semen Portland Komposit,ZLFP,ZAK,WH-1019-02,Gudang Lampung 02,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,MB,Retail Bag,77.52,95507353,Pickup,2026-12-30
AREA 5,ST,1033,SULAWESI SELATAN,103301,KABUPATEN MAROS,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,BAG,WH-1033-01,Gudang Sulawesi Selatan 01,SD-1033-03,PT Distributor Sulawesi Selatan 03,PL-005,Pabrik Pangkep,AREA 72 MAKASSAR,MB,Retail Bag,99.3,105548253,Delivery,2026-12-30
AREA 2,SMBR,1016,SUMATERA SELATAN,101601,KABUPATEN MUARA ENIM,Monolith,MAT002,Monolith Semen PCC Premium,ZLF,ZAK,WH-1016-02,Gudang Sumatera Selatan 02,SD-1016-03,PT Distributor Sumatera Selatan 03,PL-002,Pabrik Baturaja,AREA 27 OGANKOMERING,MB,Retail Bag,27.76,27745259,Delivery,2026-12-30
AREA 1,SP,1013,RIAU,101302,KOTA PEKANBARU,TerraBlock,MAT003,TerraBlock Semen Tecton Khusus,ZLF,ZAK,WH-1013-02,Gudang Riau 02,SD-1013-01,PT Distributor Riau 01,PL-001,Pabrik Indarung,AREA 13 PEKANBARU,FB,Retail Bag,116.94,121557960,Delivery,2026-12-30
AREA 1,SP,1015,JAMBI,101502,KOTA JAMBI,TerraBlock,MAT004,TerraBlock Semen Portland Komposit,ZLFP,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-03,PT Distributor Jambi 03,PL-001,Pabrik Indarung,AREA 18 JAMBI,MB,Retail Bag,61.53,70462371,Delivery,2026-12-30
AREA 2,SMBR,1015,JAMBI,101501,KABUPATEN MUARO JAMBI,Monolith,MAT004,Monolith Semen Portland Komposit,ZLC,BAG,WH-1015-01,Gudang Jambi 01,SD-1015-03,PT Distributor Jambi 03,PL-002,Pabrik Baturaja,AREA 19 MUARO JAMBI,FB,Retail Bag,113.66,139035617,Pickup,2026-12-30
AREA 2,SMBR,1019,LAMPUNG,101901,KABUPATEN LAMPUNG SELATAN,Monolith,MAT001,Monolith Semen Portland Tipe I,ZSLF,ZAK,WH-1019-02,Gudang Lampung 02,SD-1019-02,PT Distributor Lampung 02,PL-002,Pabrik Baturaja,AREA 29 BANDAR LMPNG,FB,Retail Bag,23.39,22886693,Delivery,2026-12-30
AREA 1,SP,1015,JAMBI,101502,KOTA JAMBI,TerraBlock,MAT002,TerraBlock Semen PCC Premium,ZLC,ZAK,WH-1015-01,Gudang Jambi 01,SD-1015-01,PT Distributor Jambi 01,PL-001,Pabrik Indarung,AREA 18 JAMBI,MB,Retail Bag,48.11,60917507,Delivery,2026-12-30
AREA 4,SG,1029,KALIMANTAN BARAT,102901,KABUPATEN KUBU RAYA,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZSLF,BAG,WH-1029-01,Gudang Kalimantan Barat 01,SD-1029-03,PT Distributor Kalimantan Barat 03,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,FB,Retail Bag,117.71,143356066,Pickup,2026-12-30
AREA 3,SBI,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Kinetiq,MAT001,Kinetiq Semen Portland Tipe I,ZLC,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 42 PURWOKERTO,MB,Retail Bag,102.13,114306755,Delivery,2026-12-30
AREA 5,ST,1036,SULAWESI TENGAH,103602,KOTA PALU,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLFP,ZAK,WH-1036-02,Gudang Sulawesi Tengah 02,SD-1036-01,PT Distributor Sulawesi Tengah 01,PL-005,Pabrik Pangkep,AREA 81 PALU,FB,Retail Bag,130.26,160079900,Pickup,2026-12-30
AREA 4,SG,1025,JAWA TIMUR,102503,KOTA MALANG,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZLC,BAG,WH-1025-01,Gudang Jawa Timur 01,SD-1025-01,PT Distributor Jawa Timur 01,PL-004,Pabrik Tuban,AREA 53 MALANG,FB,Retail Bag,103.04,126749194,Delivery,2026-12-30
AREA 1,SP,1010,ACEH,101002,KOTA BANDA ACEH,Fonda,MAT003,Fonda Semen Tecton Khusus,ZLC,ZAK,WH-1010-02,Gudang Aceh 02,SD-1010-01,PT Distributor Aceh 01,PL-001,Pabrik Indarung,AREA 01 BANDA ACEH,MB,Retail Bag,63.69,75286038,Delivery,2026-12-30
AREA 5,ST,1034,SULAWESI BARAT,103403,KABUPATEN POLEWALI MANDAR,Atlas,MAT004,Atlas Semen Portland Komposit,ZSLF,BAG,WH-1034-01,Gudang Sulawesi Barat 01,SD-1034-03,PT Distributor Sulawesi Barat 03,PL-005,Pabrik Pangkep,AREA 75 POLEWALI MDR,MB,Retail Bag,93.36,95919464,Pickup,2026-12-30
AREA 5,ST,1039,MALUKU,103901,KABUPATEN MALUKU TENGAH,Atlas,MAT004,Atlas Semen Portland Komposit,ZLF,ZAK,WH-1039-02,Gudang Maluku 02,SD-1039-03,PT Distributor Maluku 03,PL-005,Pabrik Pangkep,AREA 92 MALUKU,FB,Retail Bag,61.83,58872176,Delivery,2026-12-30
AREA 4,SG,1023,JAWA TENGAH,102301,KABUPATEN BANYUMAS,Vanguard,MAT001,Vanguard Semen Portland Tipe I,ZLFP,ZAK,WH-1023-02,Gudang Jawa Tengah 02,SD-1023-02,PT Distributor Jawa Tengah 02,PL-004,Pabrik Tuban,AREA 42 PURWOKERTO,FB,Retail Bag,18.44,19921561,Delivery,2026-12-30
AREA 5,ST,1035,SULAWESI TENGGARA,103502,KOTA KENDARI,Atlas,MAT003,Atlas Semen Tecton Khusus,ZLC,BAG,WH-1035-01,Gudang Sulawesi Tenggara 01,SD-1035-02,PT Distributor Sulawesi Tenggara 02,PL-005,Pabrik Pangkep,AREA 79 KENDARI,FB,Retail Bag,47.92,46650407,Delivery,2026-12-30
AREA 3,SBI,1020,BANTEN,102003,KOTA CILEGON,Kinetiq,MAT004,Kinetiq Semen Portland Komposit,ZSLF,BAG,WH-1020-01,Gudang Banten 01,SD-1020-02,PT Distributor Banten 02,PL-003,Pabrik Narogong,AREA 33 BANTEN,FB,Retail Bag,88.07,95901360,Delivery,2026-12-30
AREA 4,SG,1029,KALIMANTAN BARAT,102902,KOTA PONTIANAK,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZLFP,ZAK,WH-1029-02,Gudang Kalimantan Barat 02,SD-1029-02,PT Distributor Kalimantan Barat 02,PL-004,Pabrik Tuban,AREA 58 PONTIANAK,MB,Retail Bag,67.17,66245740,Delivery,2026-12-30
AREA 5,ST,1035,SULAWESI TENGGARA,103501,KABUPATEN KONAWE,Atlas,MAT004,Atlas Semen Portland Komposit,ZLC,ZAK,WH-1035-02,Gudang Sulawesi Tenggara 02,SD-1035-02,PT Distributor Sulawesi Tenggara 02,PL-005,Pabrik Pangkep,AREA 79 KENDARI,MB,Retail Bag,27.77,34863568,Pickup,2026-12-30
AREA 2,SMBR,1016,SUMATERA SELATAN,101602,KOTA PALEMBANG,Monolith,MAT003,Monolith Semen Tecton Khusus,ZLC,BAG,WH-1016-02,Gudang Sumatera Selatan 02,SD-1016-01,PT Distributor Sumatera Selatan 01,PL-002,Pabrik Baturaja,AREA 25 PALEMBANG,MB,Retail Bag,72.36,87363050,Pickup,2026-12-30
AREA 5,ST,1028,NUSA TENGGARA TIMUR,102801,KABUPATEN KUPANG,Atlas,MAT002,Atlas Semen PCC Premium,ZSLF,BAG,WH-1028-02,Gudang Nusa Tenggara Timur 02,SD-1028-02,PT Distributor Nusa Tenggara Timur 02,PL-005,Pabrik Pangkep,AREA 90 KUPANG,FB,Retail Bag,42.81,53105120,Delivery,2026-12-30
AREA 3,SBI,1023,JAWA TENGAH,102303,KOTA SURAKARTA,Tecton,MAT001,Tecton Semen Portland Tipe I,ZLF,BAG,WH-1023-01,Gudang Jawa Tengah 01,SD-1023-01,PT Distributor Jawa Tengah 01,PL-003,Pabrik Narogong,AREA 45 SOLO,FB,Retail Bag,123.18,141823046,Pickup,2026-12-30
AREA 2,SMBR,1016,SUMATERA SELATAN,101601,KABUPATEN MUARA ENIM,Monolith,MAT002,Monolith Semen PCC Premium,ZSLF,ZAK,WH-1016-02,Gudang Sumatera Selatan 02,SD-1016-02,PT Distributor Sumatera Selatan 02,PL-002,Pabrik Baturaja,AREA 27 OGANKOMERING,MB,Retail Bag,65.52,65300901,Pickup,2026-12-30
AREA 1,SP,1013,RIAU,101302,KOTA PEKANBARU,Fonda,MAT002,Fonda Semen PCC Premium,ZLF,ZAK,WH-1013-02,Gudang Riau 02,SD-1013-02,PT Distributor Riau 02,PL-001,Pabrik Indarung,AREA 13 PEKANBARU,MB,Retail Bag,13.88,14477464,Delivery,2026-12-30
AREA 2,SMBR,1015,JAMBI,101502,KOTA JAMBI,Monolith,MAT001,Monolith Semen Portland Tipe I,ZLC,ZAK,WH-1015-01,Gudang Jambi 01,SD-1015-01,PT Distributor Jambi 01,PL-002,Pabrik Baturaja,AREA 18 JAMBI,FB,Retail Bag,35.58,35768218,Pickup,2026-12-30
AREA 4,SG,1025,JAWA TIMUR,102501,KABUPATEN SIDOARJO,Vanguard,MAT004,Vanguard Semen Portland Komposit,ZLC,ZAK,WH-1025-02,Gudang Jawa Timur 02,SD-1025-02,PT Distributor Jawa Timur 02,PL-004,Pabrik Tuban,AREA 51 SURABAYA,MB,Retail Bag,118.44,130634345,Pickup,2026-12-30
